번호,호텔명,소재지전화,도로명우편번호,도로명전체주소,객실수,Lat,Lng
1545,호텔컬리넌 건대2,02-499-1585,5002,서울특별시 광진구 동일로 214 (군자동),56,37.5507812,127.0691562
1546,워커힐,02-453-0121,4963,서울특별시 광진구 워커힐로 177 (광장동),930,37.5557741,127.1109118
1547,호텔더디자이너스건대,02-246-3232,4920,서울특별시 광진구 천호대로 521 호텔 더디자이너스 건대 지하3~지상9층 (중곡동),75,37.5586282,127.0765699
1548,호텔부티크나인,02-456-1261,4985,서울특별시 광진구 천호대로 560 (능동),86,37.5565205,127.0801392
1549,호텔 베르누이,02-683-9000,8267,서울특별시 구로구 경인로 229 (오류동 호텔 베르누이),397,37.4972241,126.845983
1550,롯데시티호텔 구로,02-210-1005,8379,서울특별시 구로구 디지털로 300 (구로동 (주)호텔롯데 롯데시티호텔 구로),287,37.4833793,126.8941131
1551,포포인츠 바이 쉐라톤 서울 구로,02-905-9522,8393,서울특별시 구로구 디지털로32길 72 (구로동),201,37.4831293,126.8988591
1552,이사벨,02-868-6371,8535,서울특별시 금천구 가산로 50 (독산동),56,37.4716823,126.8974884
1553,마인드(MIND) 관광호텔,02-839-1222,8527,서울특별시 금천구 남부순환로 1262 (가산동),66,37.4788096,126.8909516
1554,골드리버 호텔,02-021-8100,8505,서울특별시 금천구 서부샛길 584 (가산동 골드리버 호텔),109,37.4739817,126.881206
1555,스타즈호텔독산,02-096-4020,8608,서울특별시 금천구 시흥대로 315 스타즈호텔독산 (독산동),258,37.4614463,126.8971528
1556,노보텔앰배서더독산서울,02-838-1101,8580,서울특별시 금천구 시흥대로 378 (독산동),230,37.4673441,126.8984022
1557,트리플8호텔,02-894-8888,8628,서울특별시 금천구 시흥대로56길 15 트리플8호텔 (시흥동),41,37.4525842,126.902479
1558,호텔럭스,02-934-1644,1689,서울특별시 노원구 노해로75길 14-3 (상계동),49,37.6544803,127.0575332
1559,세피아,02-932-7233,1689,서울특별시 노원구 노해로75길 20-17 (상계동),49,37.6549037,127.0582044
1560,릿츠호텔,02-091-0014,1689,서울특별시 노원구 노해로75길 20-7 (상계동),70,37.654798,127.0577162
1561,노블레스관광호텔,02-935-7161,1689,서울특별시 노원구 노해로77길 22 (상계동11),185,37.655157,127.0593402
1562,W호텔,02-975-1911,1849,서울특별시 노원구 화랑로 445 (공릉동 공릉동 670-8),50,37.6183153,127.0767527
1563,㈜써클관광개발 호텔베이 204,02-955-7400,1333,서울특별시 도봉구 도봉로 710 지상2~14층 (방학동 호텔바이204),72,37.6677803,127.0436407
1564,더데이관광호텔,02-956-2010,1303,서울특별시 도봉구 도봉로 903 지상1~6층 (도봉동 더데이호텔),60,37.685143,127.0458099
1565,호텔99프레스티지,02-992-1455,1415,서울특별시 도봉구 마들로11길 29 (창동),49,37.6537604,127.0515835
1566,론스타호텔,02-992-6969,1415,서울특별시 도봉구 마들로11길 37 (창동),72,37.6536995,127.0511797
1567,호스텔 메트로,070-8844-0803,2580,서울특별시 동대문구 왕산로 11-1 4~5층 (신설동),15,37.5748653,127.0254662
1568,맹그로브신설,02-548-9433,2582,서울특별시 동대문구 왕산로 22 (신설동),332,37.577775,127.0258662
1569,HOTEL THE DESIGNERS CHEONGNYANGNI(호텔 더 디자이너스 청량리),02-957-3300,2554,서울특별시 동대문구 왕산로 226 (전농동),80,37.5817288,127.0476274
1570,베니키아호텔플라워,02-962-8251,2488,서울특별시 동대문구 왕산로 269 (청량리동),38,37.5809296,127.0455057
1571,부티크나인,02-925-0721,2582,서울특별시 동대문구 왕산로 28 2~13층 (신설동),91,37.578136,127.0267072
1572,유니크,02-965-0071,2406,서울특별시 동대문구 이문로 192 (이문동),81,37.6037114,127.0622534
1573,호텔 다빈치,02-210-5000,2639,서울특별시 동대문구 장한로24길 8 (장안동),53,37.5702887,127.072158
1574,(에스엠)부티크호텔,02-241-8501,2604,서울특별시 동대문구 천호대로 291-1 3층5층~8층 (답십리동),37,37.56672,127.0535428
1575,골든씨티호텔,02-394-9600,2633,서울특별시 동대문구 천호대로 377 (장안동),116,37.5668105,127.0667189
1576,더리센츠호텔,02-390-7000,2633,서울특별시 동대문구 천호대로 383 (장안동),207,37.5706217,127.0689795
1577,체이슨엠(CHASON M),02-959-0530,2446,서울특별시 동대문구 회기로 188-12 (휘경동),24,37.5896514,127.0568
1578,드웰동대문,02-957-8008,2446,서울특별시 동대문구 회기로 188-5 지하2지상10층 (휘경동),117,37.5894975,127.0568156
1579,(주) 에스알호텔,02-588-2000,7025,서울특별시 동작구 동작대로1길 15 (사당동),63,37.4770899,126.9804163
1580,핸드픽트호텔.서울,02-229-5499,6959,서울특별시 동작구 상도로 120 (상도동),43,37.5011889,126.9335326
1581,신라스테이,02-230-0700,7074,서울특별시 동작구 시흥대로 596 (신대방동 신라스테이해링턴타워),309,37.4856291,126.9045688
1582,아늑호텔,02-332-2333,4031,서울특별시 마포구 동교로 162-7 (서교동),38,37.5555353,126.920378
1583,(주)호텔롯데롯데시티호텔마포,02-009-1000,4146,서울특별시 마포구 마포대로 109 (공덕동),284,37.548582,126.9588037
1584,서울가든호텔,02-717-9441,4168,서울특별시 마포구 마포대로 58 (도화동),363,37.5380658,126.9465824
1585,로이넷호텔 서울 마포,02-702-0300,4157,서울특별시 마포구 마포대로 67 (도화동),341,37.5378235,126.9465983
1586,호텔나루,02-410-1000,4176,서울특별시 마포구 마포대로 8 나루 (마포동),196,37.5376756,126.9440567
1587,신라스테이 마포,02-979-9000,4156,서울특별시 마포구 마포대로 83 (도화동 신라스테이마포 ),383,37.542767,126.94967
1588,글래드호텔 마포,02-704-8654,4168,서울특별시 마포구 마포대로 92 효성해링턴 스퀘어 8~24층 (도화동),378,37.5426955,126.9517408
1589,라뉘호텔,02-711-3339,4109,서울특별시 마포구 서강로20길 20 (노고산동외9필지(106-121314162728293478)),98,37.5534257,126.9362874
1590,와이(Y)호텔,02-275-1053,4109,서울특별시 마포구 서강로20길 24 (노고산동),41,37.5538879,126.9411378
1591,아모텔,02-706-9110,4100,서울특별시 마포구 서강로20길 9 (노고산동),19,37.554072,126.9364543
1592,에이치에비뉴 호텔 이대점,02-702-4577,4104,서울특별시 마포구 신촌로 152 (노고산동),94,37.5538162,126.9367619
1593,남경장호텔,02-333-0072,4027,서울특별시 마포구 양화로 11 (합정동),42,37.5487627,126.9101333
1594,라이즈호텔,02-330-7700,4038,서울특별시 마포구 양화로 130 (서교동),274,37.5540634,126.9209108
1595,(주)호텔롯데 L7 홍대,02-289-1000,3995,서울특별시 마포구 양화로 141 (동교동),340,37.5576862,126.923487
1596,머큐어 앰배서더 홍대,02-774-1050,4050,서울특별시 마포구 양화로 144 MERCURE 앰배서더 HOTEL 홍대 (동교동),270,37.556472,126.923285
1597,써클호텔,02-338-0018,4027,서울특별시 마포구 양화로 15 (합정동),40,37.5488376,126.9107298
1598,준희빈호텔,02-332-7771,4070,서울특별시 마포구 양화로 16 (합정동),31,37.5481017,126.9111422
1599,홀리데이 인 익스프레스 서울 홍대,02-768-3052,4051,서울특별시 마포구 양화로 188 애경타워 숙박시설 (동교동),294,37.5576862,126.923487
1600,호텔 더디자이너스 홍대,02-326-5801,4043,서울특별시 마포구 양화로 86 (서교동),80,37.554252,126.920258
1601,보보호텔,02-324-0021,4043,서울특별시 마포구 양화로 94 (서교동),50,37.5522804,126.9181728
1602,남경호텔,02-334-0055,4027,서울특별시 마포구 양화로1길 7 (합정동),65,37.5489453,126.9104871
1603,주니비노호텔,02-332-7771,4084,서울특별시 마포구 양화진2길 31 주니비노 호텔 (합정동),68,37.5478853,126.910816
1604,클레오,02-323-8811,3985,서울특별시 마포구 연희로 27 (동교동),24,37.5613475,126.9266598
1605,아만티 호텔(Amanti Hotel),02-332-0061,4001,서울특별시 마포구 월드컵북로 31 ONE&ONLY 관광호텔 (서교동),150,37.5571779,126.9186034
1606,스탠포드호텔서울,02-016-0213,3922,서울특별시 마포구 월드컵북로58길 15 (상암동),239,37.5818178,126.8867568
1607,나인브릭(9BRICK),02-141-8800,4038,서울특별시 마포구 홍익로5길 32 (서교동),94,37.5537839,126.9204972
1608,24게스트하우스 신촌에비뉴엘점,070-8812-3755,3776,서울특별시 서대문구 명물길 19 8910층 (창천동),23,37.5580661,126.9375418
1609,더그레이,02-304-7500,3712,서울특별시 서대문구 수색로 34-6 (남가좌동),57,37.5696269,126.9153093
1610,궁전호스텔,02-393-2415,3766,서울특별시 서대문구 신촌로 155 6층 (대현동),14,37.5602683,126.9479111
1611,서울그랜드호스텔이대,070-7786-3650,3766,서울특별시 서대문구 신촌로 155 8층 (대현동),19,37.556908,126.9432342
1612,렉시,02-363-4700,3779,서울특별시 서대문구 연세로2가길 14 (창천동),51,37.556568,126.9376739
1613,신촌라싸 관광호텔,02-393-1199,3779,서울특별시 서대문구 연세로2가길 3 (창천동),41,37.5560742,126.9373708
1614,호텔 월,02-312-7999,3780,서울특별시 서대문구 연세로2길 101-10 (대현동),38,37.5575889,126.9424946
1615,맥,02-393-6371,3780,서울특별시 서대문구 연세로2길 46 (창천동),30,37.5563445,126.939368
1616,오렌지카운티,02-313-8718,3780,서울특별시 서대문구 연세로2길 49 (창천동),38,37.5565805,126.939462
1617,힐스,02-312-4370,3780,서울특별시 서대문구 연세로2길 66 (창천동),35,37.5566816,126.9404848
1618,힙호텔,02-312-0400,3780,서울특별시 서대문구 연세로2길 82 (대현동),40,37.5568421,126.9413054
1619,밀하우스,02-313-7003,3779,서울특별시 서대문구 연세로2나길 5 (창천동),47,37.5576091,126.9395433
1620,루이,02-365-8116,3779,서울특별시 서대문구 연세로2나길 6 (창천동 118),28,37.5563331,126.9382002
1621,바론드 파리 호텔,02-313-6789,3779,서울특별시 서대문구 연세로2나길 8 (창천동),53,37.5564773,126.9383068
1622,앨리(ALLEY),02-393-6161,3780,서울특별시 서대문구 연세로2마길 20 (대현동),51,37.55796,126.9422765
1623,스위스그랜드호텔,02-216-5656,3650,서울특별시 서대문구 연희로 353 (홍은동),503,37.5899987,126.9347452
1624,신라스테이 서대문,02-230-0367,3738,서울특별시 서대문구 충정로 76 (미근동),319,37.562755,126.9671771
1625,준타워,02-580-8500,6735,서울특별시 서초구 강남대로 253 (서초동),208,37.48589,127.0327662
1626,Hotel Peyto(호텔 페이토),02-936-8100,6730,서울특별시 서초구 강남대로 259 4층 ~ 19층 (서초동),189,37.4864854,127.0326319
1627,토요코인 서울강남,02-472-1045,6627,서울특별시 서초구 강남대로 323 (서초동),313,37.4918215,127.0299
1628,티롤 관광호텔,02-544-1004,6527,서울특별시 서초구 나루터로 64 1층 ~ 9층 (잠원동),81,37.5150386,127.0171193
1629,La TREE HOTEL(라 트리 호텔),02-542-0105,6525,서울특별시 서초구 나루터로 77 2층~5층 (잠원동),32,37.5158306,127.0182016
1630,유원관광호텔,02-585-0561,6653,서울특별시 서초구 반포대로12길 29 (서초동),71,37.4852105,127.0128233
1631,나인스 호텔,02-473-0789,6651,서울특별시 서초구 반포대로14길 51 (서초동),53,37.4862452,127.0136091
1632,호텔소설,02-507-0505,6651,서울특별시 서초구 반포대로14길 53 2층~12층 (서초동),52,37.4858529,127.0132563
1633,제이에스(J·S)호텔,02-582-2622,6644,서울특별시 서초구 반포대로28길 97 (서초동),45,37.4923417,127.0133921
1634,스타일 호텔,02-599-1568,6555,서울특별시 서초구 방배중앙로 171 1층~4층 (방배동),38,37.4942011,126.9859013
1635,프로비스타 가족호텔,02-290-0230,6632,서울특별시 서초구 서초대로 338 (서초동),141,37.4948162,127.0186113
1636,업플로 호스텔,02-474-1214,6633,서울특별시 서초구 서초대로56길 18 영남빌딩 1층~5층 (서초동),21,37.493691,127.0170055
1637,JW메리어트호텔서울,02-282-6262,6546,서울특별시 서초구 신반포로 176 (반포동 JW메리어트호텔서울),497,37.5039018,127.0047481
1638,오라카이 청계산호텔,02-200-7300,6802,서울특별시 서초구 청계산로9길 1-7 오라카이 청계산호텔 (신원동),193,37.4489375,127.0546875
1639,신라스테이 서초,02-019-9000,6628,서울특별시 서초구 효령로 427 5층~25층 (서초동),305,37.4893591,127.0301365
1640,라바호텔,02-471-0321,6651,서울특별시 서초구 효령로53길 40 (서초동),68,37.4864587,127.0136029
1641,자스민호텔,02-487-1700,6651,서울특별시 서초구 효령로55길 59 (서초동),41,37.487371,127.0138691
1642,호텔 컬리넌 왕십리,02-568-8050,4709,서울특별시 성동구 무학로2길 47 (도선동),70,37.562562,127.0347708
1643,포레스타호텔,02-298-5900,4709,서울특별시 성동구 무학로2길 51 지하1층~지상10층 (도선동),53,37.56443,127.0302836
1644,하이눈호텔,02-462-1356,4766,서울특별시 성동구 서울숲9길 9 (성수동1가),28,37.5488021,127.043393
1645,호텔 포코 POCO,02-557-8828,4783,서울특별시 성동구 성수이로 96 3층~11층 (성수동2가),80,37.5434323,127.0569979
1646,아모렉스관광호텔,02-922-0961,4709,서울특별시 성동구 왕십리로20길 19 (도선동),56,37.5635673,127.0352876
1647,새턴호텔(SATURN HOTEL),02-212-8554,4808,서울특별시 성동구 자동차시장1길 29 (용답동),28,37.5613655,127.0608082
1648,호텔 디 아티스트 성신여대점,02-921-9901,2845,서울특별시 성북구 동소문로 126 (동선동1가),48,37.592679,127.0173831
1649,에이치에비뉴 성신여대점 호텔,02-929-9630,2845,서울특별시 성북구 동소문로 130 (동선동1가),47,37.5924498,127.0170159
1650,호텔리비에르,02-928-2468,2845,서울특별시 성북구 동소문로20나길 33 (동선동1가),69,37.5925953,127.0182618
1651,D·H 네상스,02-921-2080,2845,서울특별시 성북구 동소문로20나길 39 (동선동1가),30,37.5926896,127.0185448
1652,베스트웨스턴 아리랑힐 동대문 호텔,02-925-7000,2829,서울특별시 성북구 아리랑로 8 (동선동4가),190,37.5952422,127.0188196
1653,호텔야자 성신여대역점,02-925-1999,2829,서울특별시 성북구 아리랑로2길 11 (동선동4가),42,37.593578,127.0169195
1654,호텔포레스타,02-417-6660,5557,서울특별시 송파구 백제고분로7길 23-6 (잠실동),53,37.5109329,127.0816547
1655,봄 호텔,02-598-0245,5556,서울특별시 송파구 백제고분로7길 3-16 다비드호텔 (잠실동),36,37.511026,127.0792567
1656,폼 호텔,02-598-0245,5556,서울특별시 송파구 백제고분로7길 7-13 모텔 폼 (잠실동),50,37.5110004,127.079438
1657,잠실관광호텔,02-421-2761,5567,서울특별시 송파구 삼전로 67 (잠실동),50,37.5048831,127.0880343
1658,로사나관광호텔,02-424-5551,5612,서울특별시 송파구 삼학사로 98 (석촌동),83,37.5059512,127.0975719
1659,레이크인,02-422-1001,5610,서울특별시 송파구 석촌호수로 216 (석촌동),80,37.5068305,127.100985
1660,부티크호텔 XYM,02-409-5919,5713,서울특별시 송파구 송이로 104 관광호텔 (가락동),26,37.4968497,127.1213683
1661,(주)호텔파크하비오,02-925-2900,5837,서울특별시 송파구 송파대로 111 (문정동 파크하비오),472,37.4857615,127.1317586
1662,캘리포니아관광호텔,02-401-4653,5719,서울특별시 송파구 송파대로28길 11 (가락동),131,37.494616,127.1205934
1663,가락관광호텔,02-400-6641,5719,서울특별시 송파구 송파대로28길 5 (가락동),50,37.494616,127.1205934
1664,라자,02-413-8630,5542,서울특별시 송파구 오금로11길 11-21 (방이동),40,37.515367,127.108224
1665,톰지호텔,02-432-6667,5543,서울특별시 송파구 오금로11길 21-12 (방이동),50,37.5155463,127.1095397
1666,트라움 호텔,02-417-1110,5543,서울특별시 송파구 오금로11길 21-19 (방이동),40,37.5157037,127.1091442
1667,루이체 호텔,02-431-7848,5543,서울특별시 송파구 오금로11길 21-6 (방이동),30,37.515284,127.1096526
1668,주식회사 딜라이트호텔,02-414-1263,5543,서울특별시 송파구 오금로11길 21-9 (방이동),71,37.5153507,127.1092966
1669,Hostel Vene(호스텔 베네),02-413-6055,5543,서울특별시 송파구 오금로11길 29-15 (방이동),32,37.5158251,127.1100749
1670,호텔자자(ZAza),02-432-4841,5544,서울특별시 송파구 오금로11길 47 (방이동),43,37.515419,127.1111991
1671,호텔 동그라미,02-431-4830,5544,서울특별시 송파구 오금로11길 47-10 (방이동),76,37.515419,127.1111991
1672,2.4 호텔,02-420-2400,5545,서울특별시 송파구 오금로11길 55-16 (방이동),46,37.515419,127.1111991
1673,(주)호텔롯데롯데호텔월드,02-419-7000,5554,서울특별시 송파구 올림픽로 240 (잠실동),507,37.5078953,127.0861619
1674,시그니엘서울 호텔,02-313-1000,5551,서울특별시 송파구 올림픽로 300 롯데월드타워 (신천동),235,37.5125585,127.1025353
1675,(주)파로스 관광호텔,02-417-2700,5557,서울특별시 송파구 올림픽로10길 5 (잠실동),0,37.5106622,127.0705426
1676,라비앙,02-203-1700,5557,서울특별시 송파구 올림픽로12길 4-15 (잠실동),42,37.5110317,127.0821829
1677,호텔 더 캐슬(신천),02-423-4300,5557,서울특별시 송파구 올림픽로12길 4-17 (잠실동),68,37.511044,127.0818061
1678,호텔 더 캐슬(방이2),02-412-2220,5543,서울특별시 송파구 올림픽로32길 7-1 (방이동),41,37.5132342,127.1103569
1679,캠프관광호텔,02-299-7356,7907,서울특별시 양천구 가로공원로 167 캠프관광호텔 지하 1~10층 (신월동),50,37.5370187,126.8345597
1680,호텔 지엠에스(HOTEL GMS),02-882-2000,7304,서울특별시 영등포구 경인로 867 (영등포동3가),159,37.5177549,126.907807
1681,페어필드 바이 메리어트 서울(Fairfield by Marriott-Seoul),02-108-9049,7306,서울특별시 영등포구 경인로 870 영등포 J&S (영등포동1가),0,37.5169614,126.909139
1682,에프 호텔,02-675-1984,7306,서울특별시 영등포구 경인로108길 8 (영등포동1가),55,37.5172154,126.9112799
1683,콘래드 서울 호텔,02-137-7000,7326,서울특별시 영등포구 국제금융로 10 (여의도동),434,37.5249367,126.9252845
1684,호텔 벤허,02-783-2233,7238,서울특별시 영등포구 국회대로72길 7 (여의도동),62,37.5303246,126.9205005
1685,켄싱턴 호텔 여의도,02-670-7000,7238,서울특별시 영등포구 국회대로76길 16 (여의도동),228,37.5302335,126.9216785
1686,갤럭시 호텔,02-678-8808,7230,서울특별시 영등포구 버드나루로 90 (당산동),146,37.5253077,126.9095457
1687,로프트관광호텔,02-671-9995,7213,서울특별시 영등포구 선유동2로 72 (당산동5가),58,37.5328782,126.8970145
1688,노바루스관광호텔,02-671-5757,7291,서울특별시 영등포구 선유로 88-6 (양평동1가),32,37.5235724,126.8915326
1689,토요코인 서울영등포,02-959-1045,7306,서울특별시 영등포구 신길로 293 (영등포동1가),0,37.5175327,126.9129245
1690,서울H,02-069-3400,7269,서울특별시 영등포구 양산로1길 13 (양평동3가),33,37.5265584,126.8849255
1691,호텔AROZO,02-677-5511,7269,서울특별시 영등포구 양산로1길 3-1 (양평동3가),27,37.5263163,126.8839075
1692,호텔조커Ⅱ,02-672-5511,7269,서울특별시 영등포구 양산로1길 5 (양평동3가),27,37.5263588,126.8840234
1693,더 스테이트 선유 호텔,02-692-9000,7205,서울특별시 영등포구 양평로 132 더 스테이트 선유 호텔 (양평동5가),146,37.5399253,126.8928726
1694,유니언호텔,02-906-3000,7205,서울특별시 영등포구 양평로 136 파크호텔 (양평동5가),141,37.5399253,126.8928726
1695,페어몬트 앰배서더 서울(Fairmont Ambassador Seoul),02-395-6000,7335,서울특별시 영등포구 여의대로 108 파크원 B6~지상30층 (여의도동),316,37.5237584,126.9225703
1696,메리엇 이그제큐티브 아파트먼트 서울,02-775-1143,7320,서울특별시 영등포구 여의대로 8 (여의도동),103,37.5211949,126.9185924
1697,Seoul Business Hotel ORA 호텔 오라,02-633-5920,7303,서울특별시 영등포구 영등포로 264-11 (영등포동3가),81,37.5175038,126.9092307
1698,셀립 여의,02-067-9802,7318,서울특별시 영등포구 영등포로 389 호 (신길동),133,37.5136705,126.9215685
1699,이후 브릿지 호텔,02-620-8500,7276,서울특별시 영등포구 영등포로 9 (양평동2가),83,37.5226752,126.8844822
1700,호텔 더 휴,02-672-5350,7304,서울특별시 영등포구 영등포로46길 7-8 (영등포동3가),24,37.5187302,126.9059278
1701,바모스,02-636-2999,7252,서울특별시 영등포구 영등포로47길 8-1 엔와이호스텔 (영등포동2가),21,37.5199666,126.908679
1702,씨엘관광호텔,02-679-7708,7301,서울특별시 영등포구 영신로32길 8 (영등포동4가),49,37.5190464,126.9018451
1703,코트야드 바이 메리어트 서울 타임스퀘어,02-638-3091,7305,서울특별시 영등포구 영중로 15 (영등포동4가),283,37.517007,126.9041419
1704,호텔 하라스,02-636-7310,7304,서울특별시 영등포구 영중로4길 15-6 (영등포동3가),24,37.5185161,126.9084071
1705,SB호텔,02-635-9333,7303,서울특별시 영등포구 영중로4길 36 (영등포동3가),61,37.5187809,126.9092664
1706,더문 호텔,02-632-0651,7302,서울특별시 영등포구 영중로8길 13 (영등포동3가),42,37.5182787,126.9073751
1707,글래드호텔 여의도,02-222-5000,7236,서울특별시 영등포구 의사당대로 16 (여의도동),319,37.5215695,126.9243115
1708,크라운관광호텔,02-797-4111,4390,서울특별시 용산구 녹사평대로 140 (이태원동),194,37.5314137,126.9907821
1709,그랜드하얏트서울,02-799-8510,4347,서울특별시 용산구 소월로 322 (한남동),607,37.5390222,126.9958631
1710,해밀톤호텔,02-794-0171,4350,서울특별시 용산구 이태원로 179 (이태원동),139,37.5438352,126.994237
1711,임피리얼팰리스부티크호텔,02-798-0051,4349,서울특별시 용산구 이태원로 221 (한남동),121,37.5353039,126.998228
1712,에이원호텔,02-795-5997,4391,서울특별시 용산구 이태원로20길 2-8 2층~6층 (이태원동),21,37.5338834,126.991508
1713,그랜드머큐어 앰배서더 서울용산,02-223-7000,4372,서울특별시 용산구 청파로20길 95 A동 8~30층 (한강로3가 그랜드머큐어 앰배서더 서울용산),196,37.5307597,126.9548506
1714,이비스스타일 앰배서더 서울용산,02-223-7000,4372,서울특별시 용산구 청파로20길 95 B동 8~32층 (한강로3가),591,37.5318255,126.9668463
1715,노보텔 앰배서더 서울용산,02-223-7000,4372,서울특별시 용산구 청파로20길 95 C동 5~24층 (한강로3가),621,37.5318255,126.9668463
1716,가야 라트리호텔,02-798-5101,4322,서울특별시 용산구 한강대로 253 (갈월동),51,37.5408018,126.9723084
1717,호텔 더 디자이너스,02-703-6200,4320,서울특별시 용산구 한강대로 305 1~20층 (갈월동),101,37.5455247,126.9715431
1718,(주)조선호텔앤리조트포포인츠조선서울역,02-070-7000,4323,서울특별시 용산구 한강대로 366 지상19층~30층 (동자동),342,37.5516714,126.972922
1719,엘르인 호텔,02-792-8700,4322,서울특별시 용산구 한강대로71길 24 (갈월동),54,37.540981,126.9720523
1720,호텔리젠,02-999-5200,3385,서울특별시 은평구 연서로26길 3-15 호텔리젠 (대조동),0,37.6179018,126.9204725
1721,폼호텔,02-353-9111,3385,서울특별시 은평구 연서로28길 21-1 (대조동),43,37.6170178,126.9221458
1722,브릭스관광호텔,02-382-9995,3454,서울특별시 은평구 은평로8길 1 (응암동),53,37.5998351,126.9212409
1723,와이호텔,02-302-0279,3485,서울특별시 은평구 응암로9길 6-11 (응암동),20,37.5878546,126.9158839
1724,호텔루136,02-386-0300,3378,서울특별시 은평구 진흥로 136 (녹번동),81,37.6076782,126.925248
1725,라비야호텔,02-355-4521,3378,서울특별시 은평구 진흥로 138 (녹번동),30,37.6078821,126.9254806
1726,시안호텔,02-356-7615,3397,서울특별시 은평구 진흥로 169 (대조동),49,37.612362,126.9214293
1727,포레스타호텔,02-386-6677,3397,서울특별시 은평구 진흥로 179 (대조동),58,37.6069631,126.9227111
1728,벨라지오관광호텔,02-354-0990,3368,서울특별시 은평구 진흥로 205 (불광동),52,37.6094109,126.9319982
1729,호텔씨에스에비뉴,02-350-6900,3473,서울특별시 은평구 통일로 585-1 (응암동),70,37.5917031,126.9147286
1730,호텔 디 아티스트 연신내점,02-353-8911,3329,서울특별시 은평구 통일로 891 (갈현동),48,37.6220821,126.9137086
1731,솔호텔(SOL HOTEL),02-356-4415,3397,서울특별시 은평구 통일로65길 10-2 (대조동),54,37.6090891,126.9292242
1732,호텔 맥,02-389-5801,3344,서울특별시 은평구 통일로80길 7 (불광동),38,37.6205446,126.9224093
1733,아이비씨호텔,02-250-3000,3116,서울특별시 종로구 난계로 241 (숭인동),100,37.573209,127.0228748
1734,루미아호텔,02-235-1301,3116,서울특별시 종로구 난계로29길 19-11 (숭인동),61,37.5738075,127.0222466
1735,시티파크호텔,02-744-4197,3131,서울특별시 종로구 돈화문로11가길 89 (운니동),43,37.5764638,126.9898246
1736,메이커스호텔,02-747-5000,3139,서울특별시 종로구 돈화문로11길 33 (낙원동),42,37.5723767,126.9895062
1737,목시 서울 인사동 호텔,02-758-1700,3139,서울특별시 종로구 돈화문로11길 37 (낙원동),140,37.5723363,126.98932
1738,헬로인 호텔,02-764-0353,3139,서울특별시 종로구 돈화문로9길 38 (낙원동),34,37.5717531,126.9896018
1739,신라스테이 광화문,02-060-9000,3150,서울특별시 종로구 삼봉로 71 (수송동),339,37.5728106,126.9807587
1740,부티크호텔케이(BHK 01),02-268-2959,3191,서울특별시 종로구 삼일대로 388-7 (관철동),42,37.5689806,126.9872859
1741,N285 인사동호텔,02-723-1100,3163,서울특별시 종로구 삼일대로 423 2~12층 (낙원동),121,37.5740007,126.98787
1742,비즈,02-743-2001,3133,서울특별시 종로구 삼일대로26길 7 (낙원동),32,37.5732995,126.9889366
1743,호텔 이비스앰배서더 인사동,02-730-1131,3132,서울특별시 종로구 삼일대로30길 31 (익선동),363,37.5743665,126.9894397
1744,(주)종로크라운,02-765-0441,3132,서울특별시 종로구 삼일대로30길 9 (낙원동),60,37.5740826,126.9892117
1745,ICON,02-766-3438,3132,서울특별시 종로구 삼일대로32가길 20 (익선동),28,37.5748104,126.9888813
1746,호텔 다다-인사,02-744-4647,3132,서울특별시 종로구 삼일대로32가길 33 (익선동),36,37.5745884,126.9894695
1747,포시즌스 호텔 서울(Fourseasons Hotel Seoul),02-030-5000,3183,서울특별시 종로구 새문안로 97 10~25층 (당주동),317,37.570927,126.9754084
1748,호텔더디자이너스 종로,02-267-7474,3191,서울특별시 종로구 수표로 89-8 (관수동),81,37.5688381,126.9921146
1749,나포레 호텔,02-277-6511,3192,서울특별시 종로구 수표로18가길 17 (관수동),52,37.5688995,126.9907633
1750,다나 호텔,02-278-9993,3192,서울특별시 종로구 수표로18길 10 (관수동외2필지),58,37.5692126,126.99035
1751,(주)호텔리안,02-272-8077,3192,서울특별시 종로구 수표로18길 26 (관수동),59,37.5692126,126.99035
1752,호텔케이월드(청계),02-246-3232,3192,서울특별시 종로구 수표로18길 28 (관수동),60,37.5692126,126.99035
1753,피카소모텔,02-741-6389,3139,서울특별시 종로구 수표로22길 11 (낙원동),29,37.5712443,126.9899551
1754,호텔팝 리즈 프리미어,02-743-1450,3139,서울특별시 종로구 수표로22길 16 (낙원동),34,37.5709986,126.9901927
1755,엠앤럭키호텔,02-742-5555,3139,서울특별시 종로구 수표로22길 38 엠앤럭키 호텔(M&LUCKY HOTEL) 지하1~지상10층 (돈의동),45,37.5713281,126.9909071
1756,HOTEL THE MAY,02-742-8238,3139,서울특별시 종로구 수표로26길 10 (돈의동),42,37.5719068,126.9895624
1757,투헤븐(2heaven),02-237-2949,3139,서울특별시 종로구 수표로26길 11 (낙원동),38,37.5722205,126.9896872
1758,아벤트리호텔종로점,02-139-8223,3145,서울특별시 종로구 우정국로 46 (견지동),155,37.5728372,126.9823873
1759,오라카이 대학로 호텔,02-353-7700,3127,서울특별시 종로구 율곡로 180 (원남동),254,37.5756001,126.9970567
1760,셀립 순라,02-744-1271,3134,서울특별시 종로구 율곡로10길 11 셀립 순라 (권농동),30,37.5769983,126.9911091
1761,센터마크호텔,02-127-1903,3149,서울특별시 종로구 인사동5길 38 관훈빌딩(센터마크호텔) (관훈동),250,37.5725157,126.9842663
